user_id,user_true_lat,user_true_lon,toponym,human_label_idx,selected_name,selected_state,selected_lat,selected_lon,candidate_couunt
user_0aa401cd,33.592926,-84.441363,Miami,0,Miami,FL,25.77427,-80.19366,4
user_0aa9e025,34.07186,-80.947825,Wilson,0,Wilson,NC,35.72127,-77.91554,7
user_0b51ba66,32.492548,-83.681561,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_0b51ba66,32.492548,-83.681561,Montezuma,0,Montezuma,GA,32.30516,-84.02741,2
user_0bcff647,39.993168,-75.174582,Miami,0,Miami,FL,25.77427,-80.19366,4
user_0c840529,35.841986,-88.915712,Nashville,0,Nashville,TN,36.16589,-86.78444,8
user_0c88b35d,25.794441,-80.20476,Miami,0,Miami,FL,25.77427,-80.19366,4
user_0d1081cf,30.301,-81.560066,Miami,0,Miami,FL,25.77427,-80.19366,4
user_0debbad8,33.76342,-84.35729,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_0dfb115e,34.100712,-118.329884,Hollywood,0,Hollywood,CA,34.09834,-118.32674,3
user_0e1805ca,37.028135,-76.334446,Miami,0,Miami,FL,25.77427,-80.19366,4
user_0e22c69a,33.52475,-86.89235,Birmingham,0,Birmingham,AL,33.52066,-86.80249,2
user_0f5f5078,40.289859,-74.501614,Elizabeth,0,Elizabeth,NJ,40.66399,-74.2107,4
user_0f5f5078,40.289859,-74.501614,Wildwood,0,Wildwood,NJ,38.99178,-74.81489,5
user_0f67716d,29.888572,-95.481175,Houston,0,Houston,TX,29.76328,-95.36327,5
user_0fbba2e7,36.065562,-80.273546,Miami,0,Miami,FL,25.77427,-80.19366,4
user_10cb7fc7,40.955277,-74.224756,Montclair,0,Montclair,NJ,40.82593,-74.20903,3
user_1164a8c8,40.704073,-73.744232,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_118837a7,34.781531,-86.553961,MIAMI,0,Miami,FL,25.77427,-80.19366,4
user_12323ce3,33.804001,-84.084137,Decatur,0,Decatur,GA,33.77483,-84.29631,10
user_12323ce3,33.804001,-84.084137,Miami,0,Miami,FL,25.77427,-80.19366,4
user_13aa4f3e,42.775344,-71.07526,Miami,0,Miami,FL,25.77427,-80.19366,4
user_13f1924a,38.73416,-77.449314,Vienna,0,Vienna,VA,38.90122,-77.26526,5
user_14826dab,38.862209,-77.036609,Austin,0,Austin,TX,30.26715,-97.74306,4
user_14c7e787,40.656182,-73.734656,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_15c7c170,40.793369,-73.944882,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_16033b01,38.97566,-77.023234,Boston,0,Boston,MA,42.35843,-71.05977,3
user_161c56a9,40.639744,-73.945163,Woodbury,1,Woodbury,NY,41.36454,-74.10598,6
user_16857378,40.928295,-82.121146,Wickliffe,0,Wickliffe,OH,41.60533,-81.45345,2
user_16857378,40.928295,-82.121146,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_17a3238b,33.738266,-116.243797,Ontario,3,Ontario,CA,34.06334,-117.65089,4
user_1806ab04,36.05425,-80.32752,Charlotte,0,Charlotte,NC,35.22709,-80.84313,5
user_1852c07a,33.848781,-117.377971,Hollywood,0,Hollywood,CA,34.09834,-118.32674,3
user_18ae012e,40.714269,-74.005972,Nashville,0,Nashville,TN,36.16589,-86.78444,8
user_18ae012e,40.714269,-74.005972,Miami,0,Miami,FL,25.77427,-80.19366,4
user_18ec49ca,40.696654,-73.615585,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_192f2b0f,40.687628,-73.851718,Miami,0,Miami,FL,25.77427,-80.19366,4
user_19f70549,40.714269,-74.005972,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_19f70549,40.714269,-74.005972,Corona,0,Corona,NY,40.74705,-73.86014,2
user_1ada5d12,41.449301,-74.050846,Newburgh,0,Newburgh,NY,41.50343,-74.01042,2
user_1b3d292e,40.656579,-73.90761,Boston,0,Boston,MA,42.35843,-71.05977,3
user_1b463262,32.739462,-117.080316,San Diego,0,San Diego,CA,32.71571,-117.16472,2
user_1b61c9b9,40.64872,-73.946506,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_1bad49c0,40.607315,-73.747455,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_1bb3825e,40.819831,-73.94649,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_1c6ba587,39.817657,-86.274811,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_1dd18c66,34.005238,-81.052379,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_1dd258bc,41.81629,-87.621791,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_1df16b0d,39.960608,-75.083391,Miami,0,Miami,FL,25.77427,-80.19366,4
user_1df16b0d,39.960608,-75.083391,Plainfield,0,Plainfield,NJ,40.63371,-74.40737,4
user_1ea31c40,40.684628,-73.818434,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_1f45fe10,40.796243,-73.933847,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_1fcf1cf9,40.662974,-73.931433,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_1fe04650,28.098816,-82.493896,Miami,0,Miami,FL,25.77427,-80.19366,4
user_20c5df26,40.686189,-73.868357,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_20cb19d7,38.903099,-76.842072,Syracuse,0,Syracuse,NY,43.04812,-76.14742,5
user_20cbbafe,42.228389,-83.580918,Belleville,0,Belleville,MI,42.20476,-83.48521,6
user_20cbbafe,42.228389,-83.580918,Canton,0,Canton,MI,42.30865,-83.48216,14
user_212f6e96,33.740821,-84.411915,Boston,0,Boston,MA,42.35843,-71.05977,3
user_212f6e96,33.740821,-84.411915,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_2132651a,33.975053,-118.435612,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_216b9538,33.840046,-84.331294,Miami,0,Miami,FL,25.77427,-80.19366,4
user_216b9538,33.840046,-84.331294,South Beach,1,South Beach,FL,27.59115,-80.34422,2
user_216b9538,33.840046,-84.331294,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_23d3fa45,30.08176,-96.005249,Memphis,0,Memphis,TN,35.14953,-90.04898,5
user_23f6207a,40.828235,-73.891998,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_2463008c,38.957864,-77.020301,College Park,1,College Park,MD,38.98067,-76.93692,2
user_26d90802,29.956087,-90.080341,Miami,0,Miami,FL,25.77427,-80.19366,4
user_26ebf133,42.305317,-71.110947,Boston,0,Boston,MA,42.35843,-71.05977,3
user_2782049d,40.581069,-74.266107,Miami,0,Miami,FL,25.77427,-80.19366,4
user_27820aba,41.686032,-88.251568,Maywood,0,Maywood,IL,41.8792,-87.84312,3
user_27820aba,41.686032,-88.251568,Batavia,0,Batavia,IL,41.85003,-88.31257,3
user_27b53ad4,39.366157,-76.581856,Boston,0,Boston,MA,42.35843,-71.05977,3
user_286d407a,33.753071,-84.409657,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_28f90bd2,30.192161,-85.639731,Auburn,0,Auburn,AL,32.60986,-85.48078,14
user_292905b2,38.971459,-77.110293,Lawrenceville,2,Lawrenceville,GA,33.95621,-83.98796,4
user_296ba2be,40.714269,-74.005972,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_296ba2be,40.714269,-74.005972,Delhi,0,Delhi,NY,42.27814,-74.91599,3
user_29b9cbf6,34.972624,-81.055366,Charlotte,0,Charlotte,NC,35.22709,-80.84313,5
user_29df92fa,32.645788,-97.056684,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_2ac3017f,33.591599,-112.261024,Washington,15,Washington,UT,37.13054,-113.50829,16
user_2b0c5e38,29.492889,-98.331803,Manhattan,0,Manhattan,NY,40.78343,-73.96625,4
user_2c407267,41.357337,-83.625166,Columbus,8,Columbus,OH,39.96118,-82.99879,13
user_2cd0bf7f,33.885285,-118.099073,Lawndale,0,Lawndale,CA,33.88724,-118.35257,2
user_2de4b0fb,40.775196,-74.241553,newark,0,Newark,NJ,40.73566,-74.17237,8
user_2eb68504,35.196081,-80.848743,Charlotte,0,Charlotte,NC,35.22709,-80.84313,5
user_2f49b702,37.558838,-77.452805,Richmond,0,Richmond,VA,37.55376,-77.46026,15
user_2f49b702,37.558838,-77.452805,Boston,0,Boston,MA,42.35843,-71.05977,3
user_2f8bbecc,25.784426,-80.263847,Melbourne,1,Melbourne,FL,28.08363,-80.60811,2
user_324e16b9,38.929301,-76.994866,Morgantown,0,Morgantown,WV,39.62953,-79.9559,3
user_324e16b9,38.929301,-76.994866,Kansas City,0,Kansas City,MO,39.09973,-94.57857,2
user_32557fc1,40.670366,-73.945353,miami,0,Miami,FL,25.77427,-80.19366,4
user_325a147d,34.097071,-117.633426,upland,0,Upland,CA,34.09751,-117.64839,4
user_33e63ace,39.36145,-76.582336,Baltimore,0,Baltimore,MD,39.29038,-76.61219,2
user_33e8dc8e,40.815283,-73.942179,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_34608923,41.82811,-72.751931,Boston,0,Boston,MA,42.35843,-71.05977,3
user_34c0876f,33.71065,-118.307867,Riverside,0,Riverside,CA,33.95335,-117.39616,13
user_350cd58e,39.946175,-75.242409,Miami,0,Miami,FL,25.77427,-80.19366,4
user_35c9a8bc,35.971057,-77.803076,Fayetteville,0,Fayetteville,NC,35.05266,-78.87836,8
user_361d185d,32.361795,-86.162242,Louisville,4,Louisville,KY,38.25424,-85.75941,8
user_361d185d,32.361795,-86.162242,Syracuse,0,Syracuse,NY,43.04812,-76.14742,5
user_361e6af5,39.762203,-104.937672,Denver,0,Denver,CO,39.73915,-104.9847,4
user_3646d71a,33.689766,-85.124928,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_3680708d,37.040137,-76.319624,Miami,0,Miami,FL,25.77427,-80.19366,4
user_36ee45f9,40.736895,-73.905746,Astoria,0,Astoria,NY,40.77205,-73.93014,3
user_3b191d70,43.699427,-79.4257,Selma,1,Selma,AL,32.40736,-87.0211,4
user_3c3f837e,38.896252,-76.847855,Westlake,0,Westlake,OH,41.45532,-81.91792,3
user_3c646e37,40.680153,-73.877999,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_3ca05352,41.454213,-81.800523,Berea,0,Berea,OH,41.36616,-81.8543,4
user_3cc9c070,40.69297,-73.928383,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_207d96b2,33.975371,-118.392523,Sunset,1,Sunset,LA,30.41131,-92.06845,3
user_306796d1,36.232023,-86.710667,Holland,0,Holland,OH,41.62172,-83.7116,5
user_306796d1,36.232023,-86.710667,Antioch,0,Antioch,IL,42.47724,-88.09564,2
user_3d07697f,41.661118,-83.616467,Toledo,0,Toledo,OH,41.66394,-83.55521,4
user_3d37f6e4,38.810533,-76.962315,Washington,3,Washington,DC,38.89511,-77.03637,16
user_3d8ffebb,34.125729,-117.375511,Denver,0,Denver,CO,39.73915,-104.9847,4
user_3dd104e2,40.669197,-73.763086,MIAMI,0,Miami,FL,25.77427,-80.19366,4
user_3dd78b5f,35.118803,-90.023154,Memphis,0,Memphis,TN,35.14953,-90.04898,5
user_3e643190,38.736054,-77.003767,Rockville,0,Rockville,MD,39.084,-77.15276,4
user_3f6bb7e3,37.69158,-122.11743,Berkeley,0,Berkeley,CA,37.87159,-122.27275,3
user_3fc8c5e6,38.948595,-77.028926,Ocean City,0,Ocean City,MD,38.3365,-75.08491,3
user_3fc8c5e6,38.948595,-77.028926,Hampton,0,Hampton,VA,37.02987,-76.34522,9
user_3fcd67d1,34.15756,-118.46964,San Diego,0,San Diego,CA,32.71571,-117.16472,2
user_409cfb8b,33.72364,-118.077888,West Hollywood,1,West Hollywood,CA,34.09001,-118.36174,2
user_4119a52d,31.57693,-84.20147,Savannah,0,Savannah,GA,32.08354,-81.09983,4
user_4195e0ac,38.739275,-77.473814,Denver,0,Denver,CO,39.73915,-104.9847,4
user_42a63a6e,40.05425,-82.913641,Columbus,8,Columbus,OH,39.96118,-82.99879,13
user_431086bc,26.067405,-80.164296,Miami,0,Miami,FL,25.77427,-80.19366,4
user_43a9815a,40.651249,-73.901038,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_43fca10f,38.735249,-90.559822,Oregon,1,Oregon,MO,39.98694,-95.14498,4
user_44b7e7f8,40.027623,-75.191517,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_454630bc,39.855214,-86.19151,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_45daa5a8,33.548649,-84.449081,Miami,0,Miami,FL,25.77427,-80.19366,4
user_461aadba,29.876278,-90.063514,West Hollywood,1,West Hollywood,CA,34.09001,-118.36174,2
user_461f49ba,39.041134,-76.992134,College Park,1,College Park,MD,38.98067,-76.93692,2
user_46ed49ff,34.0168,-118.113812,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_484bf229,35.986329,-80.000405,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_494f0774,29.729902,-95.619202,Houston,0,Houston,TX,29.76328,-95.36327,5
user_499d86fb,40.616594,-74.085996,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_499d86fb,40.616594,-74.085996,Woodbury,0,Woodbury,NY,40.82565,-73.46762,6
user_49ca2625,33.352781,-84.125085,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_49e82ac6,33.701352,-84.445516,Savannah,0,Savannah,GA,32.08354,-81.09983,4
user_4b04a2ef,35.611178,-78.418769,Hampton,0,Hampton,VA,37.02987,-76.34522,9
user_4b102b56,34.013628,-81.016084,New Haven,0,New Haven,CT,41.30815,-72.92816,6
user_4be1a40b,40.593923,-73.776273,Winthrop,0,Winthrop,MA,42.3751,-70.98283,3
user_4be1a40b,40.593923,-73.776273,Somers,0,Somers,CT,41.98537,-72.4462,3
user_4be8c844,25.760868,-80.195973,Miami,0,Miami,FL,25.77427,-80.19366,4
user_4becb9db,38.611092,-76.968581,Westlake,0,Westlake,OH,41.45532,-81.91792,3
user_4c30d4e5,32.7143,-117.067894,long beach,0,Long Beach,CA,33.76696,-118.18923,7
user_4cf4c193,40.708574,-73.926928,Houston,0,Houston,TX,29.76328,-95.36327,5
user_4cf4c193,40.708574,-73.926928,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_4e1ba69a,40.705219,-73.630042,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_4e4a39dd,37.163444,-76.540751,Bristol,2,Bristol,TN,36.59511,-82.18874,11
user_4e4a39dd,37.163444,-76.540751,Naples,1,Naples,FL,26.14234,-81.79596,4
user_4e4a39dd,37.163444,-76.540751,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_4f6e69b0,36.823042,-76.06708,Richmond,1,Richmond,KY,37.74786,-84.29465,15
user_50d6277a,37.213411,-77.377218,Chesapeake,0,Chesapeake,VA,36.81904,-76.27494,2
user_50f69b22,40.769302,-73.558678,Garden City,0,Garden City,NY,40.72677,-73.6343,8
user_519f5087,33.801815,-84.198502,Miami,0,Miami,FL,25.77427,-80.19366,4
user_524a859c,39.360516,-76.57611,Miami,0,Miami,FL,25.77427,-80.19366,4
user_524a859c,39.360516,-76.57611,Baltimore,0,Baltimore,MD,39.29038,-76.61219,2
user_529047f3,39.056272,-84.63277,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_529047f3,39.056272,-84.63277,Beachwood,0,Beachwood,OH,41.4645,-81.50873,2
user_529047f3,39.056272,-84.63277,Glenville,1,Glenville,OH,41.53338,-81.61735,4
user_52eed52f,41.185492,-73.139075,Stratford,1,Stratford,CT,41.18454,-73.13317,7
user_52eed52f,41.185492,-73.139075,New Haven,0,New Haven,CT,41.30815,-72.92816,6
user_531dc01f,41.127245,-73.816356,Linden,0,Linden,NJ,40.62205,-74.24459,7
user_531dc01f,41.127245,-73.816356,Carnegie,0,Carnegie,PA,40.40868,-80.08339,2
user_534496d1,39.046929,-77.051442,Boston,0,Boston,MA,42.35843,-71.05977,3
user_536537ce,41.528864,-81.596469,Miami,0,Miami,FL,25.77427,-80.19366,4
user_5396dc89,33.211501,-97.09693,Denton,0,Denton,TX,33.21484,-97.13307,3
user_539f3253,25.955964,-80.20606,Miami,0,Miami,FL,25.77427,-80.19366,4
user_53a003cc,39.154225,-77.202546,MIAMI,0,Miami,FL,25.77427,-80.19366,4
user_5499067a,40.68578,-73.954421,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_5499067a,40.68578,-73.954421,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_552757d6,40.801095,-73.964949,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_5617f673,40.707788,-73.997283,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_58b089db,30.719188,-95.551114,Houston,0,Houston,TX,29.76328,-95.36327,5
user_58f8ca48,32.642817,-85.360863,Miami,0,Miami,FL,25.77427,-80.19366,4
user_59197f81,40.688266,-73.876238,Syracuse,0,Syracuse,NY,43.04812,-76.14742,5
user_59197f81,40.688266,-73.876238,Louisville,4,Louisville,KY,38.25424,-85.75941,8
user_5926de1a,30.411364,-84.29108,Miami,0,Miami,FL,25.77427,-80.19366,4
user_593690ee,33.821369,-84.363235,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_59e62d83,33.682374,-84.240333,Birmingham,0,Birmingham,AL,33.52066,-86.80249,2
user_59e62d83,33.682374,-84.240333,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_5b3b11bc,33.904711,-84.474856,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_5c9c8a59,40.515843,-74.41517,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_5cd3bb41,40.4136,-116.58497,Eureka,0,Eureka,NV,39.51271,-115.96061,6
user_5da5dbb7,42.342608,-71.103437,Boston,0,Boston,MA,42.35843,-71.05977,3
user_5db327a9,41.59059,-83.722246,Toledo,0,Toledo,OH,41.66394,-83.55521,4
user_60488d33,35.207962,-97.425181,Houston,0,Houston,TX,29.76328,-95.36327,5
user_609ea64b,40.69754,-73.769286,Boston,1,Boston,NY,42.62895,-78.73753,3
user_609ea64b,40.69754,-73.769286,Miami,0,Miami,FL,25.77427,-80.19366,4
user_610bb3b7,32.727648,-117.161033,Oceanside,0,Oceanside,CA,33.19587,-117.37948,2
user_6197f95d,40.461833,-74.280809,Trenton,0,Trenton,NJ,40.21705,-74.74294,11
user_61e666bf,33.640308,-112.357005,Glendale,1,Glendale,AZ,33.53865,-112.18599,10
user_61f4648b,42.538834,-83.364906,Pontiac,0,Pontiac,MI,42.63892,-83.29105,2
user_6207f37a,36.194195,-119.099703,Fresno,0,Fresno,CA,36.74773,-119.77237,2
user_631e1ca3,38.59316,-90.524639,Miami,0,Miami,FL,25.77427,-80.19366,4
user_6338c9c7,28.038934,-82.428148,Newark,0,Newark,NJ,40.73566,-74.17237,8
user_6338c9c7,28.038934,-82.428148,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_63e4b7b4,41.851824,-87.731349,Carbondale,0,Carbondale,IL,37.72727,-89.21675,4
user_640c4266,38.024637,-121.948662,Pittsburg,2,Pittsburg,CA,38.02798,-121.88468,3
user_6480aefd,27.717985,-82.739097,Clearwater,0,Clearwater,FL,27.96585,-82.8001,4
user_6480aefd,27.717985,-82.739097,Miami,0,Miami,FL,25.77427,-80.19366,4
user_65b3ccec,38.664218,-121.259123,Fairfield,10,Fairfield,CA,38.24936,-122.03997,11
user_671bc6e3,41.522704,-81.54076,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_675cb851,40.718748,-73.940582,Richmond,0,Richmond,VA,37.55376,-77.46026,15
user_67bdac9c,41.508606,-74.027588,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_67fb4232,32.074645,-84.209848,Charlotte,0,Charlotte,NC,35.22709,-80.84313,5
user_68422c47,39.312891,-76.607684,Baltimore,0,Baltimore,MD,39.29038,-76.61219,2
user_68819a5d,38.949624,-76.987487,Wheaton,0,Wheaton,MD,39.03983,-77.05526,3
user_6a257eab,37.755579,-122.166917,oakland,0,Oakland,CA,37.80437,-122.2708,14
user_6aebb404,39.347578,-76.746343,Baltimore,0,Baltimore,MD,39.29038,-76.61219,2
user_6b295971,35.073147,-92.465056,Eudora,0,Eudora,AR,33.10957,-91.26206,2
user_6ba3cb98,34.820942,-82.414435,Anderson,0,Anderson,SC,34.50344,-82.65013,5
user_6ba8b97d,41.798798,-72.704553,BROOKLYN,0,Brooklyn,NY,40.6501,-73.94958,7
user_6c7124f8,40.72275,-74.2155,Irvington,1,Irvington,NJ,40.73232,-74.23487,4
user_6c7124f8,40.72275,-74.2155,Columbia,0,Columbia,PA,40.03371,-76.50441,11
user_6c7124f8,40.72275,-74.2155,Louisville,4,Louisville,KY,38.25424,-85.75941,8
user_6c7124f8,40.72275,-74.2155,Syracuse,0,Syracuse,NY,43.04812,-76.14742,5
user_6cb629bd,40.622502,-73.963678,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_6cba6c4e,40.056615,-82.922396,Cleveland,6,Cleveland,OH,41.4995,-81.69541,9
user_6ccd47dd,45.550276,-122.939302,Portland,0,Portland,OR,45.52345,-122.67621,9
user_6e024bbc,35.495056,-97.544502,College Park,1,College Park,MD,38.98067,-76.93692,2
user_6fb277f2,42.882233,-78.884308,Buffalo,0,Buffalo,NY,42.88645,-78.87837,10
user_6fd22a16,35.586719,-121.119256,Reno,3,Reno,NV,39.52963,-119.8138,4
user_6fd22a16,35.586719,-121.119256,Hollywood,0,Hollywood,CA,34.09834,-118.32674,3
user_6ff90889,38.919373,-76.818704,Boston,0,Boston,MA,42.35843,-71.05977,3
user_6ff90889,38.919373,-76.818704,Boston,0,Boston,MA,42.35843,-71.05977,3
user_700e0469,25.578996,-80.384583,Miami,0,Miami,FL,25.77427,-80.19366,4
user_7031d6a0,34.682253,-120.460407,Monterey,0,Monterey,CA,36.60024,-121.89468,3
user_70b34feb,40.833385,-73.916804,Miami,0,Miami,FL,25.77427,-80.19366,4
user_7243fe41,38.805534,-77.05966,Alexandria,5,Alexandria,VA,38.80484,-77.04692,8
user_72c7237f,39.948797,-75.119452,Camden,0,Camden,NJ,39.92595,-75.11962,11
user_7364ad52,36.079792,-86.906827,South Beach,1,South Beach,FL,27.59115,-80.34422,2
user_738c2300,43.456431,-76.510653,Oswego,0,Oswego,NY,43.45535,-76.5105,3
user_76613831,40.674976,-73.950515,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_77117e21,32.280896,-95.305136,Tyler,0,Tyler,TX,32.35126,-95.30106,2
user_781415e0,33.902464,-84.359319,Macon,0,Macon,GA,32.84069,-83.6324,4
user_78ae28e2,33.9024,-118.32272,Carson,0,Carson,CA,33.83141,-118.28202,3
user_79321756,47.528139,-122.197916,Redmond,0,Redmond,WA,47.67399,-122.12151,2
user_79321756,47.528139,-122.197916,Kirkland,0,Kirkland,WA,47.68149,-122.20874,2
user_79bcb87a,40.040102,-75.179881,Manhattan,0,Manhattan,NY,40.78343,-73.96625,4
user_7a80be05,40.681537,-73.973207,Miami,0,Miami,FL,25.77427,-80.19366,4
user_7a80be05,40.681537,-73.973207,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_7b30766f,40.74486,-73.36808,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_7b552b7c,40.75,-73.997,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_7bede529,32.954053,-96.830834,Addison,0,Addison,TX,32.96179,-96.82917,6
user_7c1acc01,40.771014,-74.028998,Providence,0,Providence,RI,41.82399,-71.41283,4
user_7cbf7bd4,39.956679,-82.879274,Columbus,8,Columbus,OH,39.96118,-82.99879,13
user_7d7c3f21,35.110683,-92.4496,Memphis,0,Memphis,TN,35.14953,-90.04898,5
user_7d7cc59f,40.828148,-73.908865,Harlem,0,Harlem,NY,40.80788,-73.94542,3
user_7f1e77f9,33.875562,-84.330704,Miami,0,Miami,FL,25.77427,-80.19366,4
user_7fde2bd5,34.76266,-86.468472,Huntsville,0,Huntsville,AL,34.7304,-86.58594,5
user_7fde2bd5,34.76266,-86.468472,Nashville,0,Nashville,TN,36.16589,-86.78444,8
user_8013c47f,40.75,-73.997,Atlanta,0,Atlanta,GA,33.749,-84.38798,4
user_80160631,31.302316,-92.476987,Alexandria,0,Alexandria,LA,31.31129,-92.44514,8
user_8077d0eb,26.945252,-80.157769,Miami,0,Miami,FL,25.77427,-80.19366,4
user_8077d0eb,26.945252,-80.157769,Charlotte,0,Charlotte,NC,35.22709,-80.84313,5
user_80a69859,40.657059,-73.961607,Brooklyn,0,Brooklyn,NY,40.6501,-73.94958,7
user_817c0d81,40.410569,-86.83206,Lafayette,0,Lafayette,IN,40.4167,-86.87529,9
user_81e8c363,35.199747,-80.794817,Greensboro,0,Greensboro,NC,36.07264,-79.79198,4
user_827c2018,42.649015,-83.277802,Toledo,0,Toledo,OH,41.66394,-83.55521,4
user_82ec083d,34.929848,-82.343353,Greenville,0,Greenville,SC,34.85262,-82.39401,18
user_82fdaf16,40.714269,-74.005972,Shirley,0,Shirley,NY,40.80149,-72.8676,2
user_83829695,39.277611,-84.424767,Columbus,8,Columbus,OH,39.96118,-82.99879,13
